数据日期,用户名称,运行容量,综合倍率,当日最大需量,发生时间,表位数
2016-02-19,华工激光工程有限公司,1250,1500,0.5227,11:42,6.2
2016-02-20,华工激光工程有限公司,1250,1500,0.5227,11:42,6.2
2016-02-21,华工激光工程有限公司,1250,1500,0.5227,11:42,6.2
2016-02-22,华工激光工程有限公司,1250,1500,0.5227,11:42,6.2
2016-02-23,华工激光工程有限公司,1250,1500,0.5227,11:42,6.2
2016-02-24,华工激光工程有限公司,1250,1500,0.3338,9:51,6.2
2016-02-25,华工激光工程有限公司,1250,1500,0.3338,9:51,6.2
2016-02-26,华工激光工程有限公司,1250,1500,0.3338,9:51,6.2
2016-02-27,华工激光工程有限公司,1250,1500,0.3338,9:51,6.2
2016-02-28,华工激光工程有限公司,1250,1500,0.3338,9:51,6.2
2016-02-29,华工激光工程有限公司,1250,1500,0.3338,9:51,6.2
2016-03-01,华工激光工程有限公司,1250,1500,0.3338,9:51,6.2
2016-03-02,华工激光工程有限公司,1250,1500,0.3338,9:51,6.2
2016-03-03,华工激光工程有限公司,1250,1500,0.3338,9:51,6.2
2016-03-04,华工激光工程有限公司,1250,1500,0.3338,9:51,6.2
2016-03-05,华工激光工程有限公司,1250,1500,0.3338,9:51,6.2
2016-03-06,华工激光工程有限公司,1250,1500,0.3338,9:51,6.2
2016-03-07,华工激光工程有限公司,1250,1500,0.3338,9:51,6.2
2016-03-08,华工激光工程有限公司,1250,1500,0.3338,9:51,6.2
2016-03-09,华工激光工程有限公司,1250,1500,0.3385,11:15,6.2
2016-03-10,华工激光工程有限公司,1250,1500,0.3733,11:02,6.2
2016-03-11,华工激光工程有限公司,1250,1500,0.3733,11:02,6.2
2016-03-12,华工激光工程有限公司,1250,1500,0.3733,11:02,6.2
2016-03-13,华工激光工程有限公司,1250,1500,0.3733,11:02,6.2
2016-03-14,华工激光工程有限公司,1250,1500,0.3733,11:02,6.2
2016-03-15,华工激光工程有限公司,1250,1500,0.3733,11:02,6.2
2016-03-16,华工激光工程有限公司,1250,1500,0.3733,11:02,6.2
2016-03-17,华工激光工程有限公司,1250,1500,0.3733,11:02,6.2
2016-03-18,华工激光工程有限公司,1250,1500,0.3733,11:02,6.2
2016-03-19,华工激光工程有限公司,1250,1500,0.3733,11:02,6.2
2016-03-20,华工激光工程有限公司,1250,1500,0.3733,11:02,6.2
2016-03-21,华工激光工程有限公司,1250,1500,0.3733,11:02,6.2
2016-03-22,华工激光工程有限公司,1250,1500,0.3733,11:02,6.2
2016-03-23,华工激光工程有限公司,1250,1500,0.3733,11:02,6.2
2016-03-24,华工激光工程有限公司,1250,1500,0.2053,11:35,6.2
2016-03-25,华工激光工程有限公司,1250,1500,0.2053,11:35,6.2
2016-03-26,华工激光工程有限公司,1250,1500,0.2176,11:40,6.2
2016-03-27,华工激光工程有限公司,1250,1500,0.2176,11:40,6.2
2016-03-28,华工激光工程有限公司,1250,1500,0.2176,11:40,6.2
2016-03-29,华工激光工程有限公司,1250,1500,0.2176,11:40,6.2
2016-03-30,华工激光工程有限公司,1250,1500,0.2245,2:31,6.2
2016-03-31,华工激光工程有限公司,1250,1500,0.2418,3:05,6.2
2016-04-01,华工激光工程有限公司,1250,1500,0.2418,3:05,6.2
2016-04-02,华工激光工程有限公司,1250,1500,0.2418,3:05,6.2
2016-04-03,华工激光工程有限公司,1250,1500,0.2418,3:05,6.2
2016-04-04,华工激光工程有限公司,1250,1500,0.2418,3:05,6.2
2016-04-05,华工激光工程有限公司,1250,1500,0.2418,3:05,6.2
2016-04-06,华工激光工程有限公司,1250,1500,0.2418,3:05,6.2
2016-04-07,华工激光工程有限公司,1250,1500,0.2418,3:05,6.2
2016-04-08,华工激光工程有限公司,1250,1500,0.2418,3:05,6.2
2016-04-09,华工激光工程有限公司,1250,1500,0.2418,3:05,6.2
2016-04-10,华工激光工程有限公司,1250,1500,0.2418,3:05,6.2
2016-04-11,华工激光工程有限公司,1250,1500,0.2616,11:27,6.2
2016-04-12,华工激光工程有限公司,1250,1500,0.2712,4:24,6.2
2016-04-13,华工激光工程有限公司,1250,1500,0.3009,3:57,6.2
2016-04-14,华工激光工程有限公司,1250,1500,0.3009,3:57,6.2
2016-04-15,华工激光工程有限公司,1250,1500,0.3009,3:57,6.2
2016-04-16,华工激光工程有限公司,1250,1500,0.3009,3:57,6.2
2016-04-17,华工激光工程有限公司,1250,1500,0.3009,3:57,6.2
2016-04-18,华工激光工程有限公司,1250,1500,0.3009,3:57,6.2
2016-04-19,华工激光工程有限公司,1250,1500,0.3009,3:57,6.2
2016-04-20,华工激光工程有限公司,1250,1500,0.3009,3:57,6.2
2016-04-21,华工激光工程有限公司,1250,1500,0.3009,3:57,6.2
2016-04-22,华工激光工程有限公司,1250,1500,0.3009,3:57,6.2
2016-04-23,华工激光工程有限公司,1250,1500,0.3009,3:57,6.2
2016-04-24,华工激光工程有限公司,1250,1500,0.0689,3:58,6.2
2016-04-25,华工激光工程有限公司,1250,1500,0.2364,4:28,6.2
2016-04-26,华工激光工程有限公司,1250,1500,0.2717,4:16,6.2
2016-04-27,华工激光工程有限公司,1250,1500,0.2717,4:16,6.2
2016-04-28,华工激光工程有限公司,1250,1500,0.2717,4:16,6.2
2016-04-29,华工激光工程有限公司,1250,1500,0.2717,4:16,6.2
2016-04-30,华工激光工程有限公司,1250,1500,0.2717,4:16,6.2
2016-05-01,华工激光工程有限公司,1250,1500,0.2717,4:16,6.2
2016-05-02,华工激光工程有限公司,1250,1500,0.2717,4:16,6.2
2016-05-03,华工激光工程有限公司,1250,1500,0.2717,4:16,6.2
2016-05-04,华工激光工程有限公司,1250,1500,0.3492,3:48,6.2
2016-05-05,华工激光工程有限公司,1250,1500,0.3492,3:48,6.2
2016-05-06,华工激光工程有限公司,1250,1500,0.3815,2:54,6.2
2016-05-07,华工激光工程有限公司,1250,1500,0.3815,2:54,6.2
2016-05-08,华工激光工程有限公司,1250,1500,0.3815,2:54,6.2
2016-05-09,华工激光工程有限公司,1250,1500,0.3815,2:54,6.2
2016-05-10,华工激光工程有限公司,1250,1500,0.3815,2:54,6.2
2016-05-11,华工激光工程有限公司,1250,1500,0.3815,2:54,6.2
2016-05-12,华工激光工程有限公司,1250,1500,0.3815,2:54,6.2
2016-05-13,华工激光工程有限公司,1250,1500,0.3815,2:54,6.2
2016-05-14,华工激光工程有限公司,1250,1500,0.3815,2:54,6.2
2016-05-15,华工激光工程有限公司,1250,1500,0.3815,2:54,6.2
2016-05-16,华工激光工程有限公司,1250,1500,0.3815,2:54,6.2
2016-05-17,华工激光工程有限公司,1250,1500,0.3815,2:54,6.2
2016-05-18,华工激光工程有限公司,1250,1500,0.3815,2:54,6.2
2016-05-19,华工激光工程有限公司,1250,1500,0.3815,2:54,6.2
2016-05-20,华工激光工程有限公司,1250,1500,0.3815,2:54,6.2
2016-05-21,华工激光工程有限公司,1250,1500,0.3815,2:54,6.2
2016-05-22,华工激光工程有限公司,1250,1500,0.3815,2:54,6.2
2016-05-23,华工激光工程有限公司,1250,1500,0.3815,2:54,6.2
2016-05-24,华工激光工程有限公司,1250,1500,0.2975,4:13,6.2
2016-05-25,华工激光工程有限公司,1250,1500,0.3021,3:28,6.2
2016-05-26,华工激光工程有限公司,1250,1500,0.3021,3:28,6.2
2016-05-27,华工激光工程有限公司,1250,1500,0.3021,3:28,6.2
2016-05-28,华工激光工程有限公司,1250,1500,0.3021,3:28,6.2
2016-05-29,华工激光工程有限公司,1250,1500,0.3021,3:28,6.2
2016-05-30,华工激光工程有限公司,1250,1500,0.3328,4:25,6.2
2016-05-31,华工激光工程有限公司,1250,1500,0.4187,3:41,6.2
2016-06-01,华工激光工程有限公司,1250,1500,0.4187,3:41,6.2
2016-06-02,华工激光工程有限公司,1250,1500,0.4187,3:41,6.2
2016-06-03,华工激光工程有限公司,1250,1500,0.4187,3:41,6.2
2016-06-04,华工激光工程有限公司,1250,1500,0.4187,3:41,6.2
2016-06-05,华工激光工程有限公司,1250,1500,0.4187,3:41,6.2
2016-06-06,华工激光工程有限公司,1250,1500,0.4187,3:41,6.2
2016-06-07,华工激光工程有限公司,1250,1500,0.4187,3:41,6.2
2016-06-08,华工激光工程有限公司,1250,1500,0.4187,3:41,6.2
2016-06-09,华工激光工程有限公司,1250,1500,0.4187,3:41,6.2
2016-06-10,华工激光工程有限公司,1250,1500,0.4187,3:41,6.2
2016-06-11,华工激光工程有限公司,1250,1500,0.4187,3:41,6.2
2016-06-12,华工激光工程有限公司,1250,1500,0.4187,3:41,6.2
2016-06-13,华工激光工程有限公司,1250,1500,0.4444,3:38,6.2
2016-06-14,华工激光工程有限公司,1250,1500,0.4971,3:16,6.2
2016-06-15,华工激光工程有限公司,1250,1500,0.4971,3:16,6.2
2016-06-16,华工激光工程有限公司,1250,1500,0.4971,3:16,6.2
2016-06-17,华工激光工程有限公司,1250,1500,0.4971,3:16,6.2
2016-06-18,华工激光工程有限公司,1250,1500,0.4971,3:16,6.2
2016-06-19,华工激光工程有限公司,1250,1500,0.4971,3:16,6.2
2016-06-20,华工激光工程有限公司,1250,1500,0.4971,3:16,6.2
2016-06-21,华工激光工程有限公司,1250,1500,0.4971,3:16,6.2
2016-06-22,华工激光工程有限公司,1250,1500,0.4971,3:16,6.2
2016-06-23,华工激光工程有限公司,1250,1500,0.5448,3:23,6.2
2016-06-24,华工激光工程有限公司,1250,1500,0.3763,11:14,6.2
2016-06-25,华工激光工程有限公司,1250,1500,0.3763,11:14,6.2
2016-06-26,华工激光工程有限公司,1250,1500,0.3763,11:14,6.2
2016-06-27,华工激光工程有限公司,1250,1500,0.3763,11:14,6.2
2016-06-28,华工激光工程有限公司,1250,1500,0.3763,11:14,6.2
2016-06-29,华工激光工程有限公司,1250,1500,0.4401,4:21,6.2
2016-06-30,华工激光工程有限公司,1250,1500,0.4523,3:31,6.2
2016-07-01,华工激光工程有限公司,1250,1500,0.4523,3:31,6.2
2016-07-02,华工激光工程有限公司,1250,1500,0.4523,3:31,6.2
2016-07-03,华工激光工程有限公司,1250,1500,0.4523,3:31,6.2
2016-07-04,华工激光工程有限公司,1250,1500,0.4523,3:31,6.2
2016-07-05,华工激光工程有限公司,1250,1500,0.4523,3:31,6.2
2016-07-06,华工激光工程有限公司,1250,1500,0.4523,3:31,6.2
2016-07-07,华工激光工程有限公司,1250,1500,0.4523,3:31,6.2
2016-07-08,华工激光工程有限公司,1250,1500,0.5161,3:53,6.2
2016-07-09,华工激光工程有限公司,1250,1500,0.5228,3:58,6.2
2016-07-10,华工激光工程有限公司,1250,1500,0.5228,3:58,6.2
2016-07-11,华工激光工程有限公司,1250,1500,0.5228,3:58,6.2
2016-07-12,华工激光工程有限公司,1250,1500,0.537,11:26,6.2
2016-07-13,华工激光工程有限公司,1250,1500,0.537,11:26,6.2
2016-07-14,华工激光工程有限公司,1250,1500,0.537,11:26,6.2
2016-07-15,华工激光工程有限公司,1250,1500,0.537,11:26,6.2
2016-07-16,华工激光工程有限公司,1250,1500,0.537,11:26,6.2
2016-07-17,华工激光工程有限公司,1250,1500,0.537,11:26,6.2
2016-07-18,华工激光工程有限公司,1250,1500,0.537,11:26,6.2
2016-07-19,华工激光工程有限公司,1250,1500,0.537,11:26,6.2
2016-07-20,华工激光工程有限公司,1250,1500,0.537,11:26,6.2
2016-07-21,华工激光工程有限公司,1250,1500,0.537,11:26,6.2
2016-07-22,华工激光工程有限公司,1250,1500,0.537,11:26,6.2
2016-07-23,华工激光工程有限公司,1250,1500,0.537,11:26,6.2
2016-07-24,华工激光工程有限公司,1250,1500,0.2391,12:37,6.2
2016-07-25,华工激光工程有限公司,1250,1500,0.631,11:16,6.2
2016-07-26,华工激光工程有限公司,1250,1500,0.631,11:16,6.2
2016-07-27,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-07-28,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-07-29,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-07-30,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-07-31,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-01,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-02,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-03,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-04,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-05,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-06,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-07,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-08,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-09,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-10,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-11,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-12,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-13,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-14,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-15,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-16,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-17,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-18,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-19,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-20,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-21,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-22,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-23,华工激光工程有限公司,1250,1500,0.6456,3:10,6.2
2016-08-24,华工激光工程有限公司,1250,1500,0.4958,4:23,6.2
2016-08-25,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-08-26,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-08-27,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-08-28,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-08-29,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-08-30,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-08-31,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-01,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-02,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-03,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-04,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-05,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-06,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-07,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-08,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-09,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-10,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-11,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-12,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-13,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-14,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-15,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-16,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-17,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-18,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-19,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-20,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-21,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-22,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-23,华工激光工程有限公司,1250,1500,0.524,11:04,6.2
2016-09-24,华工激光工程有限公司,1250,1500,0.3215,2:47,6.2
2016-09-25,华工激光工程有限公司,1250,1500,0.3215,2:47,6.2
2016-09-26,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-09-27,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-09-28,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-09-29,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-09-30,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-10-01,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-10-02,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-10-03,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-10-04,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-10-05,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-10-06,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-10-07,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-10-08,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-10-09,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-10-10,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-10-11,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-10-12,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-10-13,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-10-14,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-10-15,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-10-16,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
2016-10-17,华工激光工程有限公司,1250,1500,0.4709,2:32,6.2
,,,,,,
部门：武汉供电公司        人员：稽查室        日期：2016-10-18 13:30:41,,,,,,
