数据日期,用户名称,运行容量,电能表号,综合倍率,表位数,在线情况,总,尖,峰,平,谷
2015/11/29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,474.6,0,0,474.6,0
2015/11/29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,756,0,240,324,192
2015/11/30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,789,0,0,789,0
2015/11/30,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1452,0,444,828,180
2015/12/1,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,808.2,0,0,808.2,0
2015/12/1,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1596,0,480,864,252
2015/12/2,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,811.2,0,0,811.2,0
2015/12/2,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1584,0,504,840,240
2015/12/3,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,749.4,0,0,749.4,0
2015/12/3,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1560,0,468,816,276
2015/12/4,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,798.6,0,0,798.6,0
2015/12/4,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1416,0,396,768,252
2015/12/5,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,754.2,0,0,754.2,0
2015/12/5,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1176,0,336,672,180
2015/12/6,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,540.6,0,0,540.6,0
2015/12/6,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,720,0,204,312,192
2015/12/7,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,801.6,0,0,801.6,0
2015/12/7,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1464,0,468,804,180
2015/12/8,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,896.4,0,0,896.4,0
2015/12/8,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1548,0,456,876,240
2015/12/9,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,856.2,0,0,856.2,0
2015/12/9,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1548,0,432,864,240
2015/12/10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,865.2,0,0,865.2,0
2015/12/10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1608,0,468,876,264
2015/12/11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,744.6,0,0,744.6,0
2015/12/11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1476,0,444,744,288
2015/12/12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,496.8,0,0,496.8,0
2015/12/12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,756,0,264,300,204
2015/12/13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,525.6,0,0,525.6,0
2015/12/13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,708,0,228,264,204
2015/12/14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,954.6,0,0,954.6,0
2015/12/14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1644,0,516,912,204
2015/12/15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,911.4,0,0,911.4,0
2015/12/15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1704,0,504,936,276
2015/12/16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,950.4,0,0,950.4,0
2015/12/16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1896,0,612,972,300
2015/12/17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,993,0,0,993,0
2015/12/17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2028,0,660,1020,360
2015/12/18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1110,0,0,1110,0
2015/12/18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2148,0,708,1044,396
2015/12/19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,993.6,0,0,993.6,0
2015/12/19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1740,0,492,948,288
2015/12/20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,723,0,0,723,0
2015/12/20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1020,0,312,444,276
2015/12/21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1038,0,0,1038,0
2015/12/21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1740,0,564,936,240
2015/12/22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1074.6,0,0,1074.6,0
2015/12/22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1824,0,576,948,300
2015/12/23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1036.8,0,0,1036.8,0
2015/12/23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1800,0,564,924,312
2015/12/24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1073.4,0,0,1073.4,0
2015/12/24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1944,0,648,984,312
2015/12/25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,887.4,0,0,887.4,0
2015/12/25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1656,0,480,888,288
2015/12/26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,817.2,0,0,817.2,0
2015/12/26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1500,0,456,720,324
2015/12/27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,655.8,0,0,655.8,0
2015/12/27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1068,0,348,420,300
2015/12/28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1045.2,0,0,1045.2,0
2015/12/28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2004,0,696,1032,288
2015/12/29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,930.6,0,0,930.6,0
2015/12/29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1932,0,576,972,372
2015/12/30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,932.4,0,0,932.4,0
2015/12/30,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2220,0,684,1236,300
2015/12/31,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,815.4,0,0,815.4,0
2015/12/31,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1860,0,480,1020,372
2016/1/1,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,391.8,0,0,391.8,0
2016/1/1,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,996,0,300,384,300
2016/1/2,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,379.2,0,0,379.2,0
2016/1/2,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,780,0,216,288,276
2016/1/3,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,528,0,0,528,0
2016/1/3,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,972,0,288,396,288
2016/1/4,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,847.2,0,0,847.2,0
2016/1/4,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1764,0,540,936,288
2016/1/5,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1037.4,0,0,1037.4,0
2016/1/5,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2160,0,660,1176,324
2016/1/6,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1050,0,0,1050,0
2016/1/6,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2160,0,696,1104,360
2016/1/7,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1165.2,0,0,1165.2,0
2016/1/7,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2364,0,744,1200,408
2016/1/8,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1131.6,0,0,1131.6,0
2016/1/8,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2412,0,732,1284,420
2016/1/9,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,997.8,0,0,997.8,0
2016/1/9,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2076,0,564,1176,312
2016/1/10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,609.6,0,0,609.6,0
2016/1/10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1140,0,348,516,288
2016/1/11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1335.6,0,0,1335.6,0
2016/1/11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2460,0,780,1356,324
2016/1/12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1450.8,0,0,1450.8,0
2016/1/12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2616,0,744,1380,504
2016/1/13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1300.2,0,0,1300.2,0
2016/1/13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2532,0,732,1356,432
2016/1/14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,999,0,0,999,0
2016/1/14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2268,0,672,1164,420
2016/1/15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1138.2,0,0,1138.2,0
2016/1/15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2388,0,768,1188,444
2016/1/16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1101,0,0,1101,0
2016/1/16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2436,0,624,1368,444
2016/1/17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,651.6,0,0,651.6,0
2016/1/17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1368,0,408,612,360
2016/1/18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1141.2,0,0,1141.2,0
2016/1/18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2448,0,756,1320,360
2016/1/19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1322.4,0,0,1322.4,0
2016/1/19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2556,0,804,1320,432
2016/1/20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1324.8,0,0,1324.8,0
2016/1/20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2772,0,888,1452,432
2016/1/21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1505.4,0,0,1505.4,0
2016/1/21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2892,0,804,1560,528
2016/1/22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1573.8,0,0,1573.8,0
2016/1/22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2964,0,816,1548,588
2016/1/23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1062.6,0,0,1062.6,0
2016/1/23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1836,0,504,804,528
2016/1/24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1083,0,0,1083,0
2016/1/24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1644,0,504,732,420
2016/1/25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1515,0,0,1515,0
2016/1/25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2712,0,852,1404,456
2016/1/26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1641.6,0,0,1641.6,0
2016/1/26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2928,0,912,1428,588
2016/1/27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1498.2,0,0,1498.2,0
2016/1/27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2664,0,732,1356,564
2016/1/28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1407.6,0,0,1407.6,0
2016/1/28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2508,0,780,1320,420
2016/1/29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1507.2,0,0,1507.2,0
2016/1/29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2556,0,768,1356,432
2016/1/30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1431.6,0,0,1431.6,0
2016/1/30,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2556,0,804,1248,504
2016/1/31,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1651.8,0,0,1651.8,0
2016/1/31,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2892,0,888,1500,504
2016/2/1,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1775.4,0,0,1775.4,0
2016/2/1,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,2748,0,744,1404,600
2016/2/2,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1374.6,0,0,1374.6,0
2016/2/2,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1872,0,480,720,672
2016/2/3,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1015.8,0,0,1015.8,0
2016/2/3,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1260,0,228,456,576
2016/2/4,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,344.4,0,0,344.4,0
2016/2/4,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,492,0,120,168,192
2016/2/5,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,158.4,0,0,158.4,0
2016/2/5,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,288,0,60,96,144
2016/2/6,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,76.8,0,0,76.8,0
2016/2/6,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,204,0,48,72,72
2016/2/7,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,63.6,0,0,63.6,0
2016/2/7,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,156,0,36,72,60
2016/2/8,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,55.8,0,0,55.8,0
2016/2/8,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,168,0,48,60,60
2016/2/9,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,57,0,0,57,0
2016/2/9,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,156,0,36,72,60
2016/2/10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,55.8,0,0,55.8,0
2016/2/10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,168,0,36,60,60
2016/2/11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,55.8,0,0,55.8,0
2016/2/11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,144,0,36,60,48
2016/2/12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,57,0,0,57,0
2016/2/12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,144,0,36,60,48
2016/2/13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,88.2,0,0,88.2,0
2016/2/13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,180,0,60,72,36
2016/2/14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,408.6,0,0,408.6,0
2016/2/14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,540,0,228,252,72
2016/2/15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1029.6,0,0,1029.6,0
2016/2/15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1344,0,360,720,276
2016/2/16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,970.8,0,0,970.8,0
2016/2/16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1656,0,480,888,276
2016/2/17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,894,0,0,894,0
2016/2/17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1644,0,468,864,300
2016/2/18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,798.6,0,0,798.6,0
2016/2/18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1620,0,456,888,300
2016/2/19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,802.8,0,0,802.8,0
2016/2/19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1704,0,504,936,264
2016/2/20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,682.2,0,0,682.2,0
2016/2/20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1656,0,444,912,300
2016/2/21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,463.8,0,0,463.8,0
2016/2/21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,936,0,252,408,264
2016/2/22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,469.2,0,0,469.2,0
2016/2/22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,744,0,216,312,228
2016/2/23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,732.6,0,0,732.6,0
2016/2/23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1464,0,456,768,240
2016/2/24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,719.4,0,0,719.4,0
2016/2/24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1596,0,564,768,252
2016/2/25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,662.4,0,0,662.4,0
2016/2/25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1476,0,492,744,252
2016/2/26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,631.8,0,0,631.8,0
2016/2/26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1488,0,504,744,240
2016/2/27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,636,0,0,636,0
2016/2/27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1524,0,444,804,264
2016/2/28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,501.6,0,0,501.6,0
2016/2/28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1224,0,300,672,252
2016/2/29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,620.4,0,0,620.4,0
2016/2/29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1476,0,468,828,192
2016/3/1,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,641.4,0,0,641.4,0
2016/3/1,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1452,0,468,744,228
2016/3/2,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,612.6,0,0,612.6,0
2016/3/2,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1692,0,552,864,288
2016/3/3,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,610.2,0,0,610.2,0
2016/3/3,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1620,0,516,816,264
2016/3/4,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,550.2,0,0,550.2,0
2016/3/4,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1584,0,468,816,300
2016/3/5,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,513,0,0,513,0
2016/3/5,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1332,0,384,684,276
2016/3/6,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,395.4,0,0,395.4,0
2016/3/6,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,912,0,300,360,252
2016/3/7,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,582,0,0,582,0
2016/3/7,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1632,0,528,876,228
2016/3/8,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,664.2,0,0,664.2,0
2016/3/8,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1740,0,552,912,276
2016/3/9,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,775.2,0,0,775.2,0
2016/3/9,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1860,0,564,960,336
2016/3/10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,829.8,0,0,829.8,0
2016/3/10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1992,0,624,1032,336
2016/3/11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,694.2,0,0,694.2,0
2016/3/11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1860,0,540,948,360
2016/3/12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,633.6,0,0,633.6,0
2016/3/12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1752,0,492,936,336
2016/3/13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,477.6,0,0,477.6,0
2016/3/13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1188,0,336,576,288
2016/3/14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,610.8,0,0,610.8,0
2016/3/14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1560,0,552,924,72
2016/3/15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,640.2,0,0,640.2,0
2016/3/15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1800,0,576,972,252
2016/3/16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,641.4,0,0,641.4,0
2016/3/16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1812,0,624,888,300
2016/3/17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,604.2,0,0,604.2,0
2016/3/17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1704,0,552,852,300
2016/3/18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,567.6,0,0,567.6,0
2016/3/18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1632,0,516,852,276
2016/3/19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,459,0,0,459,0
2016/3/19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1416,0,420,732,252
2016/3/20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,512.4,0,0,512.4,0
2016/3/20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1332,0,408,672,252
2016/3/21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,555.6,0,0,555.6,0
2016/3/21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1572,0,480,816,276
2016/3/22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,572.4,0,0,572.4,0
2016/3/22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1572,0,468,828,276
2016/3/23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,582.6,0,0,582.6,0
2016/3/23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1392,0,432,732,228
2016/3/24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,525,0,0,525,0
2016/3/24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1344,0,420,708,228
2016/3/25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,600.6,0,0,600.6,0
2016/3/25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1548,0,444,804,288
2016/3/26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,589.8,0,0,589.8,0
2016/3/26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1488,0,456,780,252
2016/3/27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,376.2,0,0,376.2,0
2016/3/27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,804,0,228,336,240
2016/3/28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,557.4,0,0,557.4,0
2016/3/28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1536,0,492,852,192
2016/3/29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,550.2,0,0,550.2,0
2016/3/29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1680,0,576,816,288
