数据日期,用户名称,综合倍率,表位数,总,尖,峰,平,谷
2015/8/13,楚天激光集团股份有限公司,1000,6.2,3810,0,950,2520,350
2015/8/13,楚天激光集团股份有限公司,100,5.2,232,0,92,138,2
2015/8/13,楚天激光集团股份有限公司,60,5.2,180,0,50.4,97.2,32.4
2015/8/14,楚天激光集团股份有限公司,1000,6.2,5430,0,1760,3290,380
2015/8/14,楚天激光集团股份有限公司,100,5.2,251,0,89,155,7
2015/8/14,楚天激光集团股份有限公司,60,5.2,190.2,0,55.8,99.6,34.8
2015/8/15,楚天激光集团股份有限公司,1000,6.2,3920,0,1360,2230,330
2015/8/15,楚天激光集团股份有限公司,100,5.2,165,0,54,78,33
2015/8/15,楚天激光集团股份有限公司,60,5.2,160.8,0,47.4,79.8,33.6
2015/8/16,楚天激光集团股份有限公司,1000,6.2,2810,0,980,1590,230
2015/8/16,楚天激光集团股份有限公司,100,5.2,260,0,111,147,2
2015/8/16,楚天激光集团股份有限公司,60,5.2,151.8,0,42.6,79.2,30
2015/8/17,楚天激光集团股份有限公司,1000,6.2,3960,0,970,2640,350
2015/8/17,楚天激光集团股份有限公司,100,5.2,285,0,100,180,5
2015/8/17,楚天激光集团股份有限公司,60,5.2,186.6,0,50.4,100.2,36
2015/8/18,楚天激光集团股份有限公司,1000,6.2,4100,0,1100,2660,350
2015/8/18,楚天激光集团股份有限公司,100,5.2,359,0,151,206,2
2015/8/18,楚天激光集团股份有限公司,60,5.2,183.6,0,52.8,98.4,32.4
2015/8/19,楚天激光集团股份有限公司,1000,6.2,3340,0,840,2120,380
2015/8/19,楚天激光集团股份有限公司,100,5.2,300,0,95,183,22
2015/8/19,楚天激光集团股份有限公司,60,5.2,178.2,0,45,96.6,36.6
2015/8/20,楚天激光集团股份有限公司,1000,6.2,2320,0,560,1550,210
2015/8/20,楚天激光集团股份有限公司,100,5.2,240,0,62,176,2
2015/8/20,楚天激光集团股份有限公司,60,5.2,170.4,0,46.8,96,27.6
2015/8/21,楚天激光集团股份有限公司,1000,6.2,3490,0,850,2360,270
2015/8/21,楚天激光集团股份有限公司,100,5.2,307,0,109,195,3
2015/8/21,楚天激光集团股份有限公司,60,5.2,178.2,0,51.6,96.6,30
2015/8/22,楚天激光集团股份有限公司,1000,6.2,2180,0,710,1270,200
2015/8/22,楚天激光集团股份有限公司,100,5.2,277,0,118,156,3
2015/8/22,楚天激光集团股份有限公司,60,5.2,135,0,42.6,66.6,25.8
2015/8/23,楚天激光集团股份有限公司,1000,6.2,920,0,310,470,150
2015/8/23,楚天激光集团股份有限公司,100,5.2,306,0,107,197,2
2015/8/23,楚天激光集团股份有限公司,60,5.2,151.8,0,46.8,77.4,27.6
2015/8/24,楚天激光集团股份有限公司,1000,6.2,3830,0,920,2600,300
2015/8/24,楚天激光集团股份有限公司,100,5.2,280,0,91,186,3
2015/8/24,楚天激光集团股份有限公司,60,5.2,201.6,0,58.2,107.4,36
2015/8/25,楚天激光集团股份有限公司,1000,6.2,3540,0,850,2390,300
2015/8/25,楚天激光集团股份有限公司,100,5.2,277,0,92,182,3
2015/8/25,楚天激光集团股份有限公司,60,5.2,182.4,0,49.8,96.6,36
2015/8/26,楚天激光集团股份有限公司,1000,6.2,3520,0,860,2360,300
2015/8/26,楚天激光集团股份有限公司,100,5.2,300,0,86,194,20
2015/8/26,楚天激光集团股份有限公司,60,5.2,183.6,0,49.8,99,34.8
2015/8/27,楚天激光集团股份有限公司,1000,6.2,3510,0,860,2380,270
2015/8/27,楚天激光集团股份有限公司,100,5.2,290,0,100,188,2
2015/8/27,楚天激光集团股份有限公司,60,5.2,181.8,0,49.8,100.2,31.8
2015/8/28,楚天激光集团股份有限公司,1000,6.2,3660,0,950,2420,290
2015/8/28,楚天激光集团股份有限公司,100,5.2,366,0,147,199,20
2015/8/28,楚天激光集团股份有限公司,60,5.2,193.2,0,57,100.8,35.4
2015/8/29,楚天激光集团股份有限公司,1000,6.2,2280,0,670,1450,160
2015/8/29,楚天激光集团股份有限公司,100,5.2,267,0,94,168,5
2015/8/29,楚天激光集团股份有限公司,60,5.2,132.6,0,39,63.6,30
2015/8/30,楚天激光集团股份有限公司,1000,6.2,730,0,200,360,170
2015/8/30,楚天激光集团股份有限公司,100,5.2,283,0,91,170,22
2015/8/30,楚天激光集团股份有限公司,60,5.2,76.2,0,25.2,38.4,12.6
2015/8/31,楚天激光集团股份有限公司,1000,6.2,3600,0,900,2450,250
2015/8/31,楚天激光集团股份有限公司,100,5.2,296,0,113,178,5
2015/8/31,楚天激光集团股份有限公司,60,5.2,148.8,0,42,88.8,18
2015/9/1,楚天激光集团股份有限公司,1000,6.2,3590,0,840,2440,310
2015/9/1,楚天激光集团股份有限公司,100,5.2,266,0,61,180,25
2015/9/1,楚天激光集团股份有限公司,60,5.2,169.8,0,48.6,94.8,26.4
2015/9/2,楚天激光集团股份有限公司,1000,6.2,3630,0,890,2430,320
2015/9/2,楚天激光集团股份有限公司,100,5.2,327,0,113,191,23
2015/9/2,楚天激光集团股份有限公司,60,5.2,174,0,48,96.6,29.4
2015/9/3,楚天激光集团股份有限公司,1000,6.2,640,0,150,290,200
2015/9/3,楚天激光集团股份有限公司,100,5.2,13,0,3,6,4
2015/9/3,楚天激光集团股份有限公司,60,5.2,117,0,34.2,59.4,23.4
2015/9/4,楚天激光集团股份有限公司,1000,6.2,570,0,140,270,160
2015/9/4,楚天激光集团股份有限公司,100,5.2,6,0,2,2,2
2015/9/4,楚天激光集团股份有限公司,60,5.2,117,0,33,59.4,24.6
2015/9/5,楚天激光集团股份有限公司,1000,6.2,750,0,230,360,140
2015/9/5,楚天激光集团股份有限公司,100,5.2,234,0,100,127,7
2015/9/5,楚天激光集团股份有限公司,60,5.2,110.4,0,32.4,52.8,25.2
2015/9/6,楚天激光集团股份有限公司,1000,6.2,3640,0,870,2500,290
2015/9/6,楚天激光集团股份有限公司,100,5.2,243,0,69,171,3
2015/9/6,楚天激光集团股份有限公司,60,5.2,168.6,0,44.4,94.8,29.4
2015/9/7,楚天激光集团股份有限公司,1000,6.2,3650,0,870,2420,350
2015/9/7,楚天激光集团股份有限公司,100,5.2,284,0,92,173,19
2015/9/7,楚天激光集团股份有限公司,60,5.2,173.4,0,46.2,97.2,30
2015/9/8,楚天激光集团股份有限公司,1000,6.2,2720,0,620,1730,380
2015/9/8,楚天激光集团股份有限公司,100,5.2,221,0,38,150,33
2015/9/8,楚天激光集团股份有限公司,60,5.2,171,0,44.4,97.2,29.4
2015/9/9,楚天激光集团股份有限公司,1000,6.2,2990,0,700,1980,300
2015/9/9,楚天激光集团股份有限公司,100,5.2,200,0,51,132,17
2015/9/9,楚天激光集团股份有限公司,60,5.2,171,0,46.8,95.4,28.8
2015/9/10,楚天激光集团股份有限公司,1000,6.2,2930,0,720,1910,300
2015/9/10,楚天激光集团股份有限公司,100,5.2,93,0,53,36,4
2015/9/10,楚天激光集团股份有限公司,60,5.2,177,0,51,96.6,29.4
2015/9/11,楚天激光集团股份有限公司,1000,6.2,2560,0,600,1610,350
2015/9/11,楚天激光集团股份有限公司,100,5.2,51,0,14,34,3
2015/9/11,楚天激光集团股份有限公司,60,5.2,186,0,51.6,105,29.4
2015/9/12,楚天激光集团股份有限公司,1000,6.2,580,0,150,280,140
2015/9/12,楚天激光集团股份有限公司,100,5.2,46,0,12,30,4
2015/9/12,楚天激光集团股份有限公司,60,5.2,118.8,0,34.2,60,24.6
2015/9/13,楚天激光集团股份有限公司,1000,6.2,470,0,130,220,130
2015/9/13,楚天激光集团股份有限公司,100,5.2,43,0,10,31,2
2015/9/13,楚天激光集团股份有限公司,60,5.2,111.6,0,33.6,53.4,24.6
2015/9/14,楚天激光集团股份有限公司,1000,6.2,2000,0,490,1310,200
2015/9/14,楚天激光集团股份有限公司,100,5.2,69,0,27,36,6
2015/9/14,楚天激光集团股份有限公司,60,5.2,174.6,0,49.8,96,28.8
2015/9/15,楚天激光集团股份有限公司,1000,6.2,1990,0,500,1270,220
2015/9/15,楚天激光集团股份有限公司,100,5.2,60,0,19,35,6
2015/9/15,楚天激光集团股份有限公司,60,5.2,181.8,0,49.2,100.2,32.4
2015/9/16,楚天激光集团股份有限公司,1000,6.2,2000,0,490,1300,210
2015/9/16,楚天激光集团股份有限公司,100,5.2,74,0,21,32,21
2015/9/16,楚天激光集团股份有限公司,60,5.2,173.4,0,48,94.2,31.2
2015/9/17,楚天激光集团股份有限公司,1000,6.2,1820,0,440,1220,160
2015/9/17,楚天激光集团股份有限公司,100,5.2,62,0,18,38,6
2015/9/17,楚天激光集团股份有限公司,60,5.2,175.8,0,47.4,99.6,28.8
2015/9/18,楚天激光集团股份有限公司,1000,6.2,1800,0,470,1180,160
2015/9/18,楚天激光集团股份有限公司,100,5.2,55,0,17,33,5
2015/9/18,楚天激光集团股份有限公司,60,5.2,184.2,0,51.6,103.2,29.4
2015/9/19,楚天激光集团股份有限公司,1000,6.2,1220,0,340,730,130
2015/9/19,楚天激光集团股份有限公司,100,5.2,46,0,13,30,3
2015/9/19,楚天激光集团股份有限公司,60,5.2,127.2,0,34.8,65.4,27
2015/9/20,楚天激光集团股份有限公司,1000,6.2,980,0,160,710,130
2015/9/20,楚天激光集团股份有限公司,100,5.2,39,0,9,28,2
2015/9/20,楚天激光集团股份有限公司,60,5.2,118.2,0,33,61.8,23.4
2015/9/21,楚天激光集团股份有限公司,1000,6.2,1930,0,490,1280,160
2015/9/21,楚天激光集团股份有限公司,100,5.2,61,0,25,33,3
2015/9/21,楚天激光集团股份有限公司,60,5.2,185.4,0,49.8,104.4,31.2
2015/9/22,楚天激光集团股份有限公司,1000,6.2,2150,0,530,1380,240
2015/9/22,楚天激光集团股份有限公司,100,5.2,65,0,21,38,6
2015/9/22,楚天激光集团股份有限公司,60,5.2,178.8,0,48,101.4,29.4
2015/9/23,楚天激光集团股份有限公司,1000,6.2,1980,0,490,1270,210
2015/9/23,楚天激光集团股份有限公司,100,5.2,75,0,22,33,20
2015/9/23,楚天激光集团股份有限公司,60,5.2,181.2,0,50.4,101.4,29.4
2015/9/24,楚天激光集团股份有限公司,1000,6.2,1800,0,460,1180,150
2015/9/24,楚天激光集团股份有限公司,100,5.2,51,0,14,33,4
2015/9/24,楚天激光集团股份有限公司,60,5.2,175.8,0,49.2,97.8,28.8
2015/9/25,楚天激光集团股份有限公司,1000,6.2,1310,0,420,750,150
2015/9/25,楚天激光集团股份有限公司,100,5.2,49,0,13,33,3
2015/9/25,楚天激光集团股份有限公司,60,5.2,162.6,0,46.2,87,29.4
2015/9/26,楚天激光集团股份有限公司,1000,6.2,400,0,110,190,100
2015/9/26,楚天激光集团股份有限公司,100,5.2,35,0,8,26,1
2015/9/26,楚天激光集团股份有限公司,60,5.2,76.8,0,24,39.6,13.2
2015/9/27,楚天激光集团股份有限公司,1000,6.2,370,0,100,170,100
2015/9/27,楚天激光集团股份有限公司,100,5.2,7,0,2,2,3
2015/9/27,楚天激光集团股份有限公司,60,5.2,76.2,0,23.4,40.2,12.6
2015/9/28,楚天激光集团股份有限公司,1000,6.2,1830,0,430,1270,130
2015/9/28,楚天激光集团股份有限公司,100,5.2,65,0,22,36,7
2015/9/28,楚天激光集团股份有限公司,60,5.2,145.2,0,39.6,88.2,17.4
2015/9/29,楚天激光集团股份有限公司,1000,6.2,1970,0,490,1340,140
2015/9/29,楚天激光集团股份有限公司,100,5.2,65,0,26,36,3
2015/9/29,楚天激光集团股份有限公司,60,5.2,146.4,0,42,87,17.4
2015/9/30,楚天激光集团股份有限公司,1000,6.2,850,0,220,500,140
2015/9/30,楚天激光集团股份有限公司,100,5.2,44,0,9,32,3
2015/9/30,楚天激光集团股份有限公司,60,5.2,154.2,0,42.6,93,18.6
2015/10/1,楚天激光集团股份有限公司,1000,6.2,370,0,90,160,110
2015/10/1,楚天激光集团股份有限公司,100,5.2,6,0,2,2,2
2015/10/1,楚天激光集团股份有限公司,60,5.2,100.8,0,29.4,51,20.4
2015/10/2,楚天激光集团股份有限公司,1000,6.2,390,0,100,180,110
2015/10/2,楚天激光集团股份有限公司,100,5.2,7,0,2,2,3
2015/10/2,楚天激光集团股份有限公司,60,5.2,99.6,0,28.8,54.6,16.2
2015/10/3,楚天激光集团股份有限公司,1000,6.2,340,0,90,150,100
2015/10/3,楚天激光集团股份有限公司,100,5.2,7,0,1,4,2
2015/10/3,楚天激光集团股份有限公司,60,5.2,89.4,0,27,46.2,16.2
2015/10/4,楚天激光集团股份有限公司,1000,6.2,360,0,110,160,100
2015/10/4,楚天激光集团股份有限公司,100,5.2,6,0,2,2,2
2015/10/4,楚天激光集团股份有限公司,60,5.2,102.6,0,31.8,54.6,16.2
2015/10/5,楚天激光集团股份有限公司,1000,6.2,390,0,120,170,90
2015/10/5,楚天激光集团股份有限公司,100,5.2,37,0,21,14,2
2015/10/5,楚天激光集团股份有限公司,60,5.2,115.2,0,33.6,63.6,18
2015/10/6,楚天激光集团股份有限公司,1000,6.2,410,0,100,200,110
2015/10/6,楚天激光集团股份有限公司,100,5.2,61,0,9,33,19
2015/10/6,楚天激光集团股份有限公司,60,5.2,101.4,0,30,54.6,16.8
2015/10/7,楚天激光集团股份有限公司,1000,6.2,420,0,120,210,90
2015/10/7,楚天激光集团股份有限公司,100,5.2,59,0,22,35,2
2015/10/7,楚天激光集团股份有限公司,60,5.2,103.8,0,33,57,13.8
2015/10/8,楚天激光集团股份有限公司,1000,6.2,890,0,250,530,100
2015/10/8,楚天激光集团股份有限公司,100,5.2,64,0,24,37,3
2015/10/8,楚天激光集团股份有限公司,60,5.2,161.4,0,46.8,96.6,18
2015/10/9,楚天激光集团股份有限公司,1000,6.2,820,0,220,480,130
2015/10/9,楚天激光集团股份有限公司,100,5.2,58,0,23,33,2
2015/10/9,楚天激光集团股份有限公司,60,5.2,157.2,0,45.6,93,18.6
2015/10/10,楚天激光集团股份有限公司,1000,6.2,760,0,180,460,110
2015/10/10,楚天激光集团股份有限公司,100,5.2,42,0,8,30,4
2015/10/10,楚天激光集团股份有限公司,60,5.2,133.8,0,36,80.4,17.4
2015/10/11,楚天激光集团股份有限公司,1000,6.2,420,0,110,230,90
2015/10/11,楚天激光集团股份有限公司,100,5.2,37,0,9,26,2
2015/10/11,楚天激光集团股份有限公司,60,5.2,84,0,26.4,46.2,11.4
2015/10/12,楚天激光集团股份有限公司,1000,6.2,830,0,230,490,110
2015/10/12,楚天激光集团股份有限公司,100,5.2,59,0,25,32,2
2015/10/12,楚天激光集团股份有限公司,60,5.2,130.2,0,39,76.8,14.4
2015/10/13,楚天激光集团股份有限公司,1000,6.2,860,0,230,510,120
2015/10/13,楚天激光集团股份有限公司,100,5.2,58,0,23,32,3
2015/10/13,楚天激光集团股份有限公司,60,5.2,121.8,0,33,73.2,15.6
2015/10/14,楚天激光集团股份有限公司,1000,6.2,840,0,220,500,120
2015/10/14,楚天激光集团股份有限公司,100,5.2,49,0,14,33,2
2015/10/14,楚天激光集团股份有限公司,60,5.2,126.6,0,34.8,76.2,15.6
2015/10/15,楚天激光集团股份有限公司,1000,6.2,910,0,230,560,110
2015/10/15,楚天激光集团股份有限公司,100,5.2,56,0,20,32,4
2015/10/15,楚天激光集团股份有限公司,60,5.2,126,0,35.4,75.6,15
2015/10/16,楚天激光集团股份有限公司,1000,6.2,850,0,240,500,120
2015/10/16,楚天激光集团股份有限公司,100,5.2,50,0,13,34,3
2015/10/16,楚天激光集团股份有限公司,60,5.2,124.8,0,36.6,72.6,15.6
2015/10/17,楚天激光集团股份有限公司,1000,6.2,420,0,110,210,100
2015/10/17,楚天激光集团股份有限公司,100,5.2,35,0,8,25,2
2015/10/17,楚天激光集团股份有限公司,60,5.2,69.6,0,21,37.8,10.8
2015/10/18,楚天激光集团股份有限公司,1000,6.2,390,0,110,190,90
2015/10/18,楚天激光集团股份有限公司,100,5.2,35,0,8,25,2
2015/10/18,楚天激光集团股份有限公司,60,5.2,68.4,0,21.6,36.6,10.2
2015/10/19,楚天激光集团股份有限公司,1000,6.2,830,0,210,510,110
2015/10/19,楚天激光集团股份有限公司,100,5.2,44,0,10,31,3
2015/10/19,楚天激光集团股份有限公司,60,5.2,121.2,0,33.6,72.6,15
2015/10/20,楚天激光集团股份有限公司,1000,6.2,810,0,220,480,110
2015/10/20,楚天激光集团股份有限公司,100,5.2,54,0,18,34,2
2015/10/20,楚天激光集团股份有限公司,60,5.2,120,0,33,72,15
2015/10/21,楚天激光集团股份有限公司,1000,6.2,890,0,220,520,150
2015/10/21,楚天激光集团股份有限公司,100,5.2,58,0,8,30,20
2015/10/21,楚天激光集团股份有限公司,60,5.2,133.2,0,36.6,77.4,19.2
2015/10/22,楚天激光集团股份有限公司,1000,6.2,830,0,220,490,120
2015/10/22,楚天激光集团股份有限公司,100,5.2,47,0,16,29,2
2015/10/22,楚天激光集团股份有限公司,60,5.2,124.8,0,34.2,75,15.6
2015/10/23,楚天激光集团股份有限公司,1000,6.2,840,0,240,490,110
2015/10/23,楚天激光集团股份有限公司,100,5.2,61,0,27,32,2
2015/10/23,楚天激光集团股份有限公司,60,5.2,130.8,0,37.8,76.8,16.2
2015/10/24,楚天激光集团股份有限公司,1000,6.2,450,0,110,220,120
2015/10/24,楚天激光集团股份有限公司,100,5.2,35,0,8,26,1
2015/10/24,楚天激光集团股份有限公司,60,5.2,79.8,0,24,42.6,13.2
2015/10/25,楚天激光集团股份有限公司,1000,6.2,380,0,110,180,100
2015/10/25,楚天激光集团股份有限公司,100,5.2,40,0,11,27,2
2015/10/25,楚天激光集团股份有限公司,60,5.2,63,0,20.4,32.4,10.2
2015/10/26,楚天激光集团股份有限公司,1000,6.2,840,0,210,520,110
2015/10/26,楚天激光集团股份有限公司,100,5.2,51,0,15,33,3
2015/10/26,楚天激光集团股份有限公司,60,5.2,125.4,0,34.8,75,15.6
2015/10/27,楚天激光集团股份有限公司,1000,6.2,800,0,210,480,100
2015/10/27,楚天激光集团股份有限公司,100,5.2,53,0,19,32,2
2015/10/27,楚天激光集团股份有限公司,60,5.2,121.8,0,32.4,74.4,15
2015/10/28,楚天激光集团股份有限公司,1000,6.2,920,0,260,550,110
2015/10/28,楚天激光集团股份有限公司,100,5.2,115,0,50,63,2
2015/10/28,楚天激光集团股份有限公司,60,5.2,120.6,0,32.4,73.2,15
2015/10/29,楚天激光集团股份有限公司,1000,6.2,980,0,250,600,120
2015/10/29,楚天激光集团股份有限公司,100,5.2,64,0,20,40,4
2015/10/29,楚天激光集团股份有限公司,60,5.2,130.2,0,35.4,78,16.8
2015/10/30,楚天激光集团股份有限公司,1000,6.2,920,0,240,570,130
2015/10/30,楚天激光集团股份有限公司,100,5.2,57,0,14,40,3
2015/10/30,楚天激光集团股份有限公司,60,5.2,122.4,0,33,74.4,15
2015/10/31,楚天激光集团股份有限公司,1000,6.2,440,0,130,220,80
2015/10/31,楚天激光集团股份有限公司,100,5.2,82,0,24,56,2
2015/10/31,楚天激光集团股份有限公司,60,5.2,71.4,0,23.4,37.2,10.8
2015/11/1,楚天激光集团股份有限公司,1000,6.2,410,0,120,190,100
2015/11/1,楚天激光集团股份有限公司,100,5.2,81,0,20,41,20
2015/11/1,楚天激光集团股份有限公司,60,5.2,70.8,0,22.8,37.8,10.2
2015/11/2,楚天激光集团股份有限公司,1000,6.2,890,0,240,530,120
2015/11/2,楚天激光集团股份有限公司,100,5.2,84,0,35,46,3
2015/11/2,楚天激光集团股份有限公司,60,5.2,132.6,0,38.4,79.2,15
2015/11/3,楚天激光集团股份有限公司,1000,6.2,820,0,200,490,120
2015/11/3,楚天激光集团股份有限公司,100,5.2,42,0,9,30,3
2015/11/3,楚天激光集团股份有限公司,60,5.2,128.4,0,33.6,74.4,20.4
2015/11/4,楚天激光集团股份有限公司,1000,6.2,850,0,210,530,110
2015/11/4,楚天激光集团股份有限公司,100,5.2,58,0,11,44,3
2015/11/4,楚天激光集团股份有限公司,60,5.2,120.6,0,31.8,73.8,15
2015/11/5,楚天激光集团股份有限公司,1000,6.2,890,0,240,540,120
2015/11/5,楚天激光集团股份有限公司,100,5.2,85,0,29,54,2
2015/11/5,楚天激光集团股份有限公司,60,5.2,123.6,0,34.2,75,14.4
2015/11/6,楚天激光集团股份有限公司,1000,6.2,910,0,240,550,120
2015/11/6,楚天激光集团股份有限公司,100,5.2,85,0,32,50,3
2015/11/6,楚天激光集团股份有限公司,60,5.2,122.4,0,34.8,72,15.6
2015/11/7,楚天激光集团股份有限公司,1000,6.2,400,0,110,200,90
2015/11/7,楚天激光集团股份有限公司,100,5.2,34,0,8,24,2
2015/11/7,楚天激光集团股份有限公司,60,5.2,69,0,20.4,39,9.6
2015/11/8,楚天激光集团股份有限公司,1000,6.2,390,0,110,190,90
2015/11/8,楚天激光集团股份有限公司,100,5.2,68,0,25,41,2
2015/11/8,楚天激光集团股份有限公司,60,5.2,62.4,0,21,31.2,10.2
2015/11/9,楚天激光集团股份有限公司,1000,6.2,880,0,230,540,110
2015/11/9,楚天激光集团股份有限公司,100,5.2,98,0,32,63,3
2015/11/9,楚天激光集团股份有限公司,60,5.2,127.8,0,33.6,79.2,15
2015/11/10,楚天激光集团股份有限公司,1000,6.2,1100,0,290,690,120
2015/11/10,楚天激光集团股份有限公司,100,5.2,110,0,49,58,3
2015/11/10,楚天激光集团股份有限公司,60,5.2,125.4,0,35.4,75,15
2015/11/11,楚天激光集团股份有限公司,1000,6.2,1170,0,310,740,130
2015/11/11,楚天激光集团股份有限公司,100,5.2,81,0,37,41,3
2015/11/11,楚天激光集团股份有限公司,60,5.2,125.4,0,36.6,73.2,15.6
2015/11/12,楚天激光集团股份有限公司,1000,6.2,1350,0,380,850,110
2015/11/12,楚天激光集团股份有限公司,100,5.2,142,0,64,75,3
2015/11/12,楚天激光集团股份有限公司,60,5.2,121.8,0,34.2,73.2,14.4
2015/11/13,楚天激光集团股份有限公司,1000,6.2,1230,0,310,790,130
