数据日期,用户名称,综合倍率,表位数,总,尖,峰,平,谷
2016/2/13,楚天激光集团股份有限公司,100,5.2,4,0,1,2,1
2016/2/13,楚天激光集团股份有限公司,60,5.2,66.6,0,20.4,34.8,11.4
2016/2/14,楚天激光集团股份有限公司,1000,6.2,270,0,70,130,80
2016/2/14,楚天激光集团股份有限公司,100,5.2,4,0,1,2,1
2016/2/14,楚天激光集团股份有限公司,60,5.2,68.4,0,21,36,11.4
2016/2/15,楚天激光集团股份有限公司,1000,6.2,980,0,250,630,90
2016/2/15,楚天激光集团股份有限公司,100,5.2,185,0,56,128,1
2016/2/15,楚天激光集团股份有限公司,60,5.2,102,0,26.4,59.4,16.2
2016/2/16,楚天激光集团股份有限公司,1000,6.2,1260,0,300,810,150
2016/2/16,楚天激光集团股份有限公司,100,5.2,234,0,55,177,2
2016/2/16,楚天激光集团股份有限公司,60,5.2,117.6,0,31.2,71.4,15
2016/2/17,楚天激光集团股份有限公司,1000,6.2,1080,0,260,670,150
2016/2/17,楚天激光集团股份有限公司,100,5.2,250,0,72,176,2
2016/2/17,楚天激光集团股份有限公司,60,5.2,104.4,0,30,60,14.4
2016/2/18,楚天激光集团股份有限公司,1000,6.2,1110,0,280,740,100
2016/2/18,楚天激光集团股份有限公司,100,5.2,197,0,45,150,2
2016/2/18,楚天激光集团股份有限公司,60,5.2,108.6,0,29.4,66.6,12.6
2016/2/19,楚天激光集团股份有限公司,1000,6.2,1280,0,340,800,140
2016/2/19,楚天激光集团股份有限公司,100,5.2,244,0,86,157,1
2016/2/19,楚天激光集团股份有限公司,60,5.2,115.8,0,29.4,72,14.4
2016/2/20,楚天激光集团股份有限公司,1000,6.2,500,0,120,270,90
2016/2/20,楚天激光集团股份有限公司,100,5.2,176,0,43,131,2
2016/2/20,楚天激光集团股份有限公司,60,5.2,66.6,0,21,35.4,10.2
2016/2/21,楚天激光集团股份有限公司,1000,6.2,370,0,100,190,100
2016/2/21,楚天激光集团股份有限公司,100,5.2,62,0,15,45,2
2016/2/21,楚天激光集团股份有限公司,60,5.2,62.4,0,19.2,33.6,9.6
2016/2/22,楚天激光集团股份有限公司,1000,6.2,1250,0,310,800,140
2016/2/22,楚天激光集团股份有限公司,100,5.2,146,0,36,108,2
2016/2/22,楚天激光集团股份有限公司,60,5.2,115.2,0,28.8,71.4,15
2016/2/23,楚天激光集团股份有限公司,1000,6.2,1370,0,320,880,150
2016/2/23,楚天激光集团股份有限公司,100,5.2,214,0,46,166,2
2016/2/23,楚天激光集团股份有限公司,60,5.2,120,0,32.4,72.6,15
2016/2/24,楚天激光集团股份有限公司,1000,6.2,1300,0,350,850,120
2016/2/24,楚天激光集团股份有限公司,100,5.2,238,0,74,162,2
2016/2/24,楚天激光集团股份有限公司,60,5.2,117.6,0,30.6,72.6,14.4
2016/2/25,楚天激光集团股份有限公司,1000,6.2,1170,0,290,730,150
2016/2/25,楚天激光集团股份有限公司,100,5.2,104,0,7,97,0
2016/2/25,楚天激光集团股份有限公司,60,5.2,61.2,0,13.8,47.4,0
2016/2/26,楚天激光集团股份有限公司,1000,6.2,1200,0,320,710,170
2016/2/26,楚天激光集团股份有限公司,100,5.2,274,0,83,174,17
2016/2/26,楚天激光集团股份有限公司,60,5.2,117,0,32.4,70.2,14.4
2016/2/27,楚天激光集团股份有限公司,1000,6.2,560,0,150,310,90
2016/2/27,楚天激光集团股份有限公司,100,5.2,156,0,40,114,2
2016/2/27,楚天激光集团股份有限公司,60,5.2,88.2,0,25.8,52.2,10.2
2016/2/28,楚天激光集团股份有限公司,1000,6.2,390,0,100,220,80
2016/2/28,楚天激光集团股份有限公司,100,5.2,48,0,10,36,2
2016/2/28,楚天激光集团股份有限公司,60,5.2,80.4,0,22.8,48,9.6
2016/2/29,楚天激光集团股份有限公司,1000,6.2,860,0,210,510,130
2016/2/29,楚天激光集团股份有限公司,100,5.2,179,0,34,129,16
2016/2/29,楚天激光集团股份有限公司,60,5.2,110.4,0,30,66.6,13.8
2016/3/1,楚天激光集团股份有限公司,1000,6.2,1020,0,280,600,130
2016/3/1,楚天激光集团股份有限公司,100,5.2,256,0,85,156,15
2016/3/1,楚天激光集团股份有限公司,60,5.2,118.2,0,33,70.2,15
2016/3/2,楚天激光集团股份有限公司,1000,6.2,870,0,230,530,120
2016/3/2,楚天激光集团股份有限公司,100,5.2,93,0,31,59,3
2016/3/2,楚天激光集团股份有限公司,60,5.2,114.6,0,29.4,70.8,14.4
2016/3/3,楚天激光集团股份有限公司,1000,6.2,960,0,280,590,100
2016/3/3,楚天激光集团股份有限公司,100,5.2,127,0,49,74,4
2016/3/3,楚天激光集团股份有限公司,60,5.2,117.6,0,34.8,69.6,13.2
2016/3/4,楚天激光集团股份有限公司,1000,6.2,770,0,180,470,120
2016/3/4,楚天激光集团股份有限公司,100,5.2,67,0,12,39,16
2016/3/4,楚天激光集团股份有限公司,60,5.2,120,0,31.2,71.4,17.4
2016/3/5,楚天激光集团股份有限公司,1000,6.2,360,0,80,180,80
2016/3/5,楚天激光集团股份有限公司,100,5.2,63,0,13,49,1
2016/3/5,楚天激光集团股份有限公司,60,5.2,66,0,20.4,36,9.6
2016/3/6,楚天激光集团股份有限公司,1000,6.2,300,0,90,150,70
2016/3/6,楚天激光集团股份有限公司,100,5.2,45,0,14,29,2
2016/3/6,楚天激光集团股份有限公司,60,5.2,63.6,0,19.2,34.8,9.6
2016/3/7,楚天激光集团股份有限公司,1000,6.2,840,0,250,500,90
2016/3/7,楚天激光集团股份有限公司,100,5.2,64,0,22,39,3
2016/3/7,楚天激光集团股份有限公司,60,5.2,123,0,37.8,70.8,14.4
2016/3/8,楚天激光集团股份有限公司,1000,6.2,1080,0,290,690,110
2016/3/8,楚天激光集团股份有限公司,100,5.2,58,0,14,40,4
2016/3/8,楚天激光集团股份有限公司,60,5.2,113.4,0,30.6,67.2,15.6
2016/3/9,楚天激光集团股份有限公司,1000,6.2,950,0,250,570,120
2016/3/9,楚天激光集团股份有限公司,100,5.2,62,0,15,43,4
2016/3/9,楚天激光集团股份有限公司,60,5.2,109.8,0,30,65.4,14.4
2016/3/10,楚天激光集团股份有限公司,1000,6.2,1230,0,340,770,120
2016/3/10,楚天激光集团股份有限公司,100,5.2,89,0,45,41,3
2016/3/10,楚天激光集团股份有限公司,60,5.2,111.6,0,31.2,66,14.4
2016/3/11,楚天激光集团股份有限公司,1000,6.2,1140,0,320,690,120
2016/3/11,楚天激光集团股份有限公司,100,5.2,133,0,53,65,15
2016/3/11,楚天激光集团股份有限公司,60,5.2,119.4,0,34.2,71.4,13.8
2016/3/12,楚天激光集团股份有限公司,1000,6.2,450,0,120,240,100
2016/3/12,楚天激光集团股份有限公司,100,5.2,39,0,5,32,2
2016/3/12,楚天激光集团股份有限公司,60,5.2,73.2,0,24,39,10.2
2016/3/13,楚天激光集团股份有限公司,1000,6.2,330,0,80,160,90
2016/3/13,楚天激光集团股份有限公司,100,5.2,27,0,3,23,1
2016/3/13,楚天激光集团股份有限公司,60,5.2,63,0,20.4,33,9.6
2016/3/14,楚天激光集团股份有限公司,1000,6.2,800,0,210,490,100
2016/3/14,楚天激光集团股份有限公司,100,5.2,54,0,6,45,3
2016/3/14,楚天激光集团股份有限公司,60,5.2,116.4,0,31.2,71.4,13.8
2016/3/15,楚天激光集团股份有限公司,1000,6.2,850,0,230,520,100
2016/3/15,楚天激光集团股份有限公司,100,5.2,74,0,35,35,4
2016/3/15,楚天激光集团股份有限公司,60,5.2,107.4,0,29.4,64.8,13.2
2016/3/16,楚天激光集团股份有限公司,1000,6.2,820,0,220,510,100
2016/3/16,楚天激光集团股份有限公司,100,5.2,105,0,32,69,4
2016/3/16,楚天激光集团股份有限公司,60,5.2,110.4,0,30.6,66,13.8
2016/3/17,楚天激光集团股份有限公司,1000,6.2,900,0,230,550,110
2016/3/17,楚天激光集团股份有限公司,100,5.2,111,0,35,67,9
2016/3/17,楚天激光集团股份有限公司,60,5.2,105.6,0,30,62.4,13.2
2016/3/18,楚天激光集团股份有限公司,1000,6.2,790,0,210,480,100
2016/3/18,楚天激光集团股份有限公司,100,5.2,47,0,11,32,4
2016/3/18,楚天激光集团股份有限公司,60,5.2,108,0,30.6,63.6,13.8
2016/3/19,楚天激光集团股份有限公司,1000,6.2,320,0,90,170,70
2016/3/19,楚天激光集团股份有限公司,100,5.2,38,0,10,26,2
2016/3/19,楚天激光集团股份有限公司,60,5.2,67.2,0,19.8,37.8,9.6
2016/3/20,楚天激光集团股份有限公司,1000,6.2,310,0,80,150,70
2016/3/20,楚天激光集团股份有限公司,100,5.2,44,0,15,27,2
2016/3/20,楚天激光集团股份有限公司,60,5.2,64.2,0,19.8,35.4,9
2016/3/21,楚天激光集团股份有限公司,1000,6.2,790,0,200,480,110
2016/3/21,楚天激光集团股份有限公司,100,5.2,74,0,19,40,15
2016/3/21,楚天激光集团股份有限公司,60,5.2,116.4,0,32.4,70.2,13.8
2016/3/22,楚天激光集团股份有限公司,1000,6.2,740,0,200,420,120
2016/3/22,楚天激光集团股份有限公司,100,5.2,94,0,35,44,15
2016/3/22,楚天激光集团股份有限公司,60,5.2,116.4,0,33,69,14.4
2016/3/23,楚天激光集团股份有限公司,1000,6.2,850,0,260,500,90
2016/3/23,楚天激光集团股份有限公司,100,5.2,107,0,53,50,4
2016/3/23,楚天激光集团股份有限公司,60,5.2,118.2,0,34.2,70.2,13.8
2016/3/24,楚天激光集团股份有限公司,1000,6.2,700,0,200,400,90
2016/3/24,楚天激光集团股份有限公司,100,5.2,93,0,40,50,3
2016/3/24,楚天激光集团股份有限公司,60,5.2,107.4,0,30.6,63,13.8
2016/3/25,楚天激光集团股份有限公司,1000,6.2,750,0,200,440,120
2016/3/25,楚天激光集团股份有限公司,100,5.2,91,0,33,43,15
2016/3/25,楚天激光集团股份有限公司,60,5.2,121.8,0,33,74.4,14.4
2016/3/26,楚天激光集团股份有限公司,1000,6.2,470,0,120,260,90
2016/3/26,楚天激光集团股份有限公司,100,5.2,64,0,17,45,2
2016/3/26,楚天激光集团股份有限公司,60,5.2,90.6,0,26.4,52.2,12
2016/3/27,楚天激光集团股份有限公司,1000,6.2,340,0,100,170,60
2016/3/27,楚天激光集团股份有限公司,100,5.2,30,0,7,21,2
2016/3/27,楚天激光集团股份有限公司,60,5.2,96,0,28.8,55.8,11.4
2016/3/28,楚天激光集团股份有限公司,1000,6.2,620,0,160,370,100
2016/3/28,楚天激光集团股份有限公司,100,5.2,59,0,19,37,3
2016/3/28,楚天激光集团股份有限公司,60,5.2,114,0,31.2,69.6,13.2
2016/3/29,楚天激光集团股份有限公司,1000,6.2,730,0,190,440,100
2016/3/29,楚天激光集团股份有限公司,100,5.2,96,0,36,57,3
2016/3/29,楚天激光集团股份有限公司,60,5.2,99.6,0,28.2,58.8,12.6
2016/3/30,楚天激光集团股份有限公司,1000,6.2,770,0,210,460,90
2016/3/30,楚天激光集团股份有限公司,100,5.2,88,0,35,51,2
2016/3/30,楚天激光集团股份有限公司,60,5.2,105.6,0,31.2,61.8,12.6
2016/3/31,楚天激光集团股份有限公司,1000,6.2,750,0,250,420,80
2016/3/31,楚天激光集团股份有限公司,100,5.2,88,0,38,47,3
2016/3/31,楚天激光集团股份有限公司,60,5.2,130.8,0,45.6,73.2,12
2016/4/1,楚天激光集团股份有限公司,1000,6.2,500,0,140,270,100
2016/4/1,楚天激光集团股份有限公司,100,5.2,62,0,13,35,14
2016/4/1,楚天激光集团股份有限公司,60,5.2,110.4,0,32.4,66,12
2016/4/2,楚天激光集团股份有限公司,1000,6.2,210,0,60,110,50
2016/4/2,楚天激光集团股份有限公司,100,5.2,12,0,3,8,1
2016/4/2,楚天激光集团股份有限公司,60,5.2,69,0,21,39,9
2016/4/3,楚天激光集团股份有限公司,1000,6.2,190,0,50,80,60
2016/4/3,楚天激光集团股份有限公司,100,5.2,4,0,1,2,1
2016/4/3,楚天激光集团股份有限公司,60,5.2,58.2,0,18,31.2,9
2016/4/4,楚天激光集团股份有限公司,1000,6.2,180,0,50,80,50
2016/4/4,楚天激光集团股份有限公司,100,5.2,4,0,1,2,1
2016/4/4,楚天激光集团股份有限公司,60,5.2,59.4,0,18.6,31.8,9
2016/4/5,楚天激光集团股份有限公司,1000,6.2,500,0,140,290,50
2016/4/5,楚天激光集团股份有限公司,100,5.2,23,0,6,16,1
2016/4/5,楚天激光集团股份有限公司,60,5.2,114,0,34.2,68.4,11.4
2016/4/6,楚天激光集团股份有限公司,1000,6.2,420,0,110,250,70
2016/4/6,楚天激光集团股份有限公司,100,5.2,5,0,2,1,2
2016/4/6,楚天激光集团股份有限公司,60,5.2,88.8,0,24.6,52.2,12
2016/4/7,楚天激光集团股份有限公司,1000,6.2,360,0,90,190,70
2016/4/7,楚天激光集团股份有限公司,100,5.2,6,0,2,2,2
2016/4/7,楚天激光集团股份有限公司,60,5.2,85.8,0,25.8,49.2,10.8
2016/4/8,楚天激光集团股份有限公司,1000,6.2,300,0,90,170,50
2016/4/8,楚天激光集团股份有限公司,100,5.2,7,0,1,5,1
2016/4/8,楚天激光集团股份有限公司,60,5.2,69,0,21,39.6,8.4
2016/4/9,楚天激光集团股份有限公司,1000,6.2,210,0,60,90,70
2016/4/9,楚天激光集团股份有限公司,100,5.2,5,0,1,3,1
2016/4/9,楚天激光集团股份有限公司,60,5.2,57,0,19.2,31.2,6.6
2016/4/10,楚天激光集团股份有限公司,1000,6.2,220,0,60,100,40
2016/4/10,楚天激光集团股份有限公司,100,5.2,52,0,19,31,2
2016/4/10,楚天激光集团股份有限公司,60,5.2,60,0,19.2,33.6,7.2
2016/4/11,楚天激光集团股份有限公司,1000,6.2,300,0,80,180,50
2016/4/11,楚天激光集团股份有限公司,100,5.2,5,0,2,1,2
2016/4/11,楚天激光集团股份有限公司,60,5.2,74.4,0,21.6,43.2,9.6
2016/4/12,楚天激光集团股份有限公司,1000,6.2,280,0,80,160,40
2016/4/12,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/12,楚天激光集团股份有限公司,60,5.2,89.4,0,30,51.6,7.8
2016/4/13,楚天激光集团股份有限公司,1000,6.2,300,0,90,170,50
2016/4/13,楚天激光集团股份有限公司,100,5.2,18,0,7,11,0
2016/4/13,楚天激光集团股份有限公司,60,5.2,87.6,0,25.2,49.2,13.2
2016/4/14,楚天激光集团股份有限公司,1000,6.2,350,0,80,190,60
2016/4/14,楚天激光集团股份有限公司,100,5.2,3,0,0,0,3
2016/4/14,楚天激光集团股份有限公司,60,5.2,106.2,0,28.8,64.8,12.6
2016/4/15,楚天激光集团股份有限公司,1000,6.2,340,0,100,190,60
2016/4/15,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/15,楚天激光集团股份有限公司,60,5.2,111,0,31.8,68.4,10.8
2016/4/16,楚天激光集团股份有限公司,1000,6.2,250,0,70,120,50
2016/4/16,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/16,楚天激光集团股份有限公司,60,5.2,103.8,0,29.4,62.4,12
2016/4/17,楚天激光集团股份有限公司,1000,6.2,210,0,60,110,50
2016/4/17,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/17,楚天激光集团股份有限公司,60,5.2,91.8,0,25.8,55.2,10.8
2016/4/18,楚天激光集团股份有限公司,1000,6.2,320,0,80,190,50
2016/4/18,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/18,楚天激光集团股份有限公司,60,5.2,97.2,0,27,58.2,12
2016/4/19,楚天激光集团股份有限公司,1000,6.2,310,0,80,170,50
2016/4/19,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/19,楚天激光集团股份有限公司,60,5.2,96,0,25.8,58.2,12
2016/4/20,楚天激光集团股份有限公司,1000,6.2,300,0,90,170,50
2016/4/20,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/20,楚天激光集团股份有限公司,60,5.2,82.8,0,23.4,50.4,9
2016/4/21,楚天激光集团股份有限公司,1000,6.2,290,0,70,170,40
2016/4/21,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/21,楚天激光集团股份有限公司,60,5.2,99,0,27.6,60.6,10.8
2016/4/22,楚天激光集团股份有限公司,1000,6.2,360,0,120,200,60
2016/4/22,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/22,楚天激光集团股份有限公司,60,5.2,101.4,0,28.8,60,12.6
2016/4/23,楚天激光集团股份有限公司,1000,6.2,240,0,60,130,40
2016/4/23,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/23,楚天激光集团股份有限公司,60,5.2,94.8,0,27,56.4,11.4
2016/4/24,楚天激光集团股份有限公司,1000,6.2,220,0,60,110,50
2016/4/24,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/24,楚天激光集团股份有限公司,60,5.2,90,0,25.2,53.4,11.4
2016/4/25,楚天激光集团股份有限公司,1000,6.2,300,0,80,170,50
2016/4/25,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/25,楚天激光集团股份有限公司,60,5.2,85.8,0,24,48.6,13.2
2016/4/26,楚天激光集团股份有限公司,1000,6.2,280,0,70,160,50
2016/4/26,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/26,楚天激光集团股份有限公司,60,5.2,71.4,0,22.2,42,7.2
2016/4/27,楚天激光集团股份有限公司,1000,6.2,310,0,80,180,50
2016/4/27,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/27,楚天激光集团股份有限公司,60,5.2,91.8,0,25.8,57,9
2016/4/28,楚天激光集团股份有限公司,1000,6.2,310,0,80,190,50
2016/4/28,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/28,楚天激光集团股份有限公司,60,5.2,91.8,0,25.8,55.2,10.8
2016/4/29,楚天激光集团股份有限公司,1000,6.2,250,0,70,130,40
2016/4/29,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/29,楚天激光集团股份有限公司,60,5.2,69.6,0,21.6,40.2,7.8
2016/4/30,楚天激光集团股份有限公司,1000,6.2,180,0,50,80,40
2016/4/30,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/30,楚天激光集团股份有限公司,60,5.2,88.2,0,28.8,48.6,10.8
2016/5/1,楚天激光集团股份有限公司,1000,6.2,200,0,60,110,50
2016/5/1,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/1,楚天激光集团股份有限公司,60,5.2,104.4,0,27,61.2,16.2
2016/5/2,楚天激光集团股份有限公司,1000,6.2,230,0,60,120,50
2016/5/2,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/2,楚天激光集团股份有限公司,60,5.2,111,0,29.4,64.2,17.4
2016/5/3,楚天激光集团股份有限公司,1000,6.2,300,0,80,170,40
2016/5/3,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/3,楚天激光集团股份有限公司,60,5.2,100.2,0,28.2,58.8,13.2
2016/5/4,楚天激光集团股份有限公司,1000,6.2,340,0,90,190,60
2016/5/4,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/4,楚天激光集团股份有限公司,60,5.2,110.4,0,28.8,63.6,18
2016/5/5,楚天激光集团股份有限公司,1000,6.2,320,0,70,160,80
2016/5/5,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/5,楚天激光集团股份有限公司,60,5.2,109.8,0,24.6,45.6,39.6
2016/5/6,楚天激光集团股份有限公司,1000,6.2,290,0,90,160,50
2016/5/6,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/6,楚天激光集团股份有限公司,60,5.2,88.8,0,27,49.8,12
2016/5/7,楚天激光集团股份有限公司,1000,6.2,200,0,50,100,50
2016/5/7,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/7,楚天激光集团股份有限公司,60,5.2,69.6,0,19.2,37.2,13.2
2016/5/8,楚天激光集团股份有限公司,1000,6.2,190,0,60,90,50
2016/5/8,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/8,楚天激光集团股份有限公司,60,5.2,65.4,0,17.4,37.2,10.8
2016/5/9,楚天激光集团股份有限公司,1000,6.2,290,0,70,170,50
2016/5/9,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/9,楚天激光集团股份有限公司,60,5.2,75.6,0,21.6,44.4,9.6
2016/5/10,楚天激光集团股份有限公司,1000,6.2,280,0,80,160,40
2016/5/10,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/10,楚天激光集团股份有限公司,60,5.2,76.2,0,23.4,43.2,9.6
2016/5/11,楚天激光集团股份有限公司,1000,6.2,290,0,80,150,50
2016/5/11,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/11,楚天激光集团股份有限公司,60,5.2,83.4,0,26.4,45,12
2016/5/12,楚天激光集团股份有限公司,1000,6.2,280,0,80,160,50
2016/5/12,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/12,楚天激光集团股份有限公司,60,5.2,72,0,22.2,41.4,8.4
2016/5/13,楚天激光集团股份有限公司,1000,6.2,280,0,70,150,40
2016/5/13,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/13,楚天激光集团股份有限公司,60,5.2,73.2,0,22.8,43.8,6.6
2016/5/14,楚天激光集团股份有限公司,1000,6.2,190,0,60,100,40
2016/5/14,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/14,楚天激光集团股份有限公司,60,5.2,55.8,0,18,31.8,6
2016/5/15,楚天激光集团股份有限公司,1000,6.2,160,0,50,80,40
2016/5/15,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/15,楚天激光集团股份有限公司,60,5.2,51,0,16.8,28.2,6
2016/5/16,楚天激光集团股份有限公司,1000,6.2,280,0,90,140,40
2016/5/16,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/16,楚天激光集团股份有限公司,60,5.2,70.2,0,22.8,40.8,6.6
2016/5/17,楚天激光集团股份有限公司,1000,6.2,190,0,60,100,30
2016/5/17,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/17,楚天激光集团股份有限公司,60,5.2,60,0,21,32.4,6.6
2016/5/18,楚天激光集团股份有限公司,1000,6.2,150,0,50,70,30
2016/5/18,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/18,楚天激光集团股份有限公司,60,5.2,61.2,0,19.8,35.4,6
2016/5/19,楚天激光集团股份有限公司,1000,6.2,140,0,40,70,30
2016/5/19,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
